chromosome,neutral_rate,observed_rate,RS
ACmerged_contig_10030,4.05,2.08,1.97
ACmerged_contig_10030,4.05,0.542,3.508
ACmerged_contig_10030,4.05,2.08,1.97
ACmerged_contig_10030,4.04,-7.62,11.66
ACmerged_contig_10030,4.04,0.858,3.182
ACmerged_contig_10030,4.04,3.05,0.99
ACmerged_contig_10030,4.04,1.92,2.12
ACmerged_contig_10030,4.04,2.89,1.15
ACmerged_contig_10030,4.05,1.6,2.45
ACmerged_contig_10030,4.05,-8.1,12.15
ACmerged_contig_10030,4.05,3.08,0.97
ACmerged_contig_10030,4.05,1.76,2.29
ACmerged_contig_10030,4.05,-8.1,12.15
ACmerged_contig_10030,4.05,-1.77,5.82
ACmerged_contig_10030,4.05,2.84,1.21
ACmerged_contig_10030,4.05,1.3,2.75
ACmerged_contig_10030,4.05,-8.1,12.15
ACmerged_contig_10030,4.12,3.15,0.97
ACmerged_contig_10030,4.12,3.14,0.98
ACmerged_contig_10030,4.12,3.06,1.06
ACmerged_contig_10030,4.12,3.22,0.9
ACmerged_contig_10030,4.12,0.0535,4.0665
ACmerged_contig_10030,4.12,3,1.12
ACmerged_contig_10030,4.12,-3.82,7.94
ACmerged_contig_10030,4.12,1.17,2.95
ACmerged_contig_10030,4.12,1.94,2.18
ACmerged_contig_10030,4.12,-1.67,5.79
ACmerged_contig_10030,4.12,1.07,3.05
ACmerged_contig_10030,4.12,-0.639,4.759
ACmerged_contig_10030,4.12,-4.74,8.86
ACmerged_contig_10030,4.12,2.15,1.97
ACmerged_contig_10030,4.12,-4.29,8.41
ACmerged_contig_10030,4.12,3.15,0.97
ACmerged_contig_10030,4.12,0.346,3.774
ACmerged_contig_10030,4.12,-3.51,7.63
ACmerged_contig_10030,4.12,3.01,1.11
ACmerged_contig_10030,4.12,2.98,1.14
ACmerged_contig_10030,4.12,0.769,3.351
ACmerged_contig_10030,4.12,2.83,1.29
ACmerged_contig_10030,4.12,3,1.12
ACmerged_contig_10030,4.12,3.15,0.97
ACmerged_contig_10030,4.12,-1.19,5.31
ACmerged_contig_10030,4.12,0.6,3.52
ACmerged_contig_10030,4.12,-0.673,4.793
ACmerged_contig_10030,4.12,0.838,3.282
ACmerged_contig_10030,4.12,3.15,0.97
ACmerged_contig_10030,4.12,3.02,1.1
ACmerged_contig_10030,4.12,3.15,0.97
ACmerged_contig_10030,4.12,1.29,2.83
ACmerged_contig_10030,4.12,-2.7,6.82
ACmerged_contig_10030,4.12,1.02,3.1
ACmerged_contig_10030,4.12,3.15,0.97
ACmerged_contig_10030,4.12,3.01,1.11
ACmerged_contig_10030,4.12,2.99,1.13
ACmerged_contig_10030,4.12,1.96,2.16
ACmerged_contig_10030,4.12,2.93,1.19
ACmerged_contig_10030,4.12,3.23,0.89
ACmerged_contig_10030,4.12,-2.09,6.21
ACmerged_contig_10030,4.12,2.33,1.79
ACmerged_contig_10030,4.12,0.276,3.844
ACmerged_contig_10030,4.09,2.08,2.01
ACmerged_contig_10030,4.09,-4.34,8.43
ACmerged_contig_10030,3.61,2.57,1.04
ACmerged_contig_10030,3.61,2.56,1.05
ACmerged_contig_10030,3.61,1.66,1.95
ACmerged_contig_10030,3.61,1.35,2.26
ACmerged_contig_10030,3.61,0.436,3.174
ACmerged_contig_10030,3.61,2.49,1.12
ACmerged_contig_10030,3.5,0.306,3.194
ACmerged_contig_10030,3.5,2.61,0.89
ACmerged_contig_10030,3.5,0.0778,3.4222
ACmerged_contig_10030,3.5,1.39,2.11
ACmerged_contig_10030,3.46,2.35,1.11
ACmerged_contig_10030,3.44,2.32,1.12
ACmerged_contig_10030,3.44,1.62,1.82
ACmerged_contig_10030,2.86,1.73,1.13
ACmerged_contig_10030,1.84,0.782,1.058
ACmerged_contig_10030,1.8,-1.02,2.82
ACmerged_contig_10030,2.84,-5.68,8.52
ACmerged_contig_10030,2.84,-5.68,8.52
ACmerged_contig_10030,2.84,-5.68,8.52
ACmerged_contig_10030,2.38,0.236,2.144
ACmerged_contig_10030,2.38,-4.76,7.14
ACmerged_contig_10030,2.38,-4.76,7.14
ACmerged_contig_10030,2.32,-4.64,6.96
ACmerged_contig_10030,2.32,0.497,1.823
ACmerged_contig_10030,2.32,-4.64,6.96
ACmerged_contig_10030,2.26,-1.5,3.76
ACmerged_contig_10030,2.26,-4.52,6.78
ACmerged_contig_10030,2.26,-4.52,6.78
ACmerged_contig_10030,2.25,-1.02,3.27
ACmerged_contig_10030,2.25,-4.49,6.74
ACmerged_contig_10030,2.25,-0.558,2.808
ACmerged_contig_10030,2.26,-3.39,5.65
ACmerged_contig_10030,2.26,-4.52,6.78
ACmerged_contig_10030,2.26,1.2,1.06
ACmerged_contig_10030,2.23,1.09,1.14
ACmerged_contig_10030,2.23,1.17,1.06
ACmerged_contig_10030,2.21,-4.42,6.63
ACmerged_contig_10030,2.21,-4.42,6.63
ACmerged_contig_10030,2.21,-4.42,6.63
ACmerged_contig_10030,2.17,-4.35,6.52
ACmerged_contig_10030,2.2,1.15,1.05
ACmerged_contig_10030,2.2,-4.4,6.6
ACmerged_contig_10030,2.2,-4.4,6.6
ACmerged_contig_10030,1.64,-0.375,2.015
ACmerged_contig_10030,1.64,-0.702,2.342
ACmerged_contig_10030,1.64,-0.335,1.975
ACmerged_contig_10030,1.64,-0.527,2.167
ACmerged_contig_10030,1.64,-0.335,1.975
ACmerged_contig_10030,1.64,-0.165,1.805
ACmerged_contig_10030,1.64,-0.702,2.342
ACmerged_contig_10030,1.64,-0.343,1.983
ACmerged_contig_10030,1.64,0.514,1.126
ACmerged_contig_10030,1.64,-3.28,4.92
ACmerged_contig_10030,1.59,0.62,0.97
ACmerged_contig_10030,1.59,-0.541,2.131
ACmerged_contig_10030,1.59,-1.16,2.75
ACmerged_contig_10030,1.59,-0.403,1.993
ACmerged_contig_10030,1.59,-0.408,1.998
ACmerged_contig_10030,1.59,-1.16,2.75
ACmerged_contig_10035,0.721,-0.642,1.363
ACmerged_contig_10035,0.721,-0.249,0.97
ACmerged_contig_10035,0.721,-0.496,1.217
ACmerged_contig_10035,1.51,-1.57,3.08
ACmerged_contig_10035,1.51,0.522,0.988
ACmerged_contig_10035,3.46,0.406,3.054
ACmerged_contig_10035,3.6,1.58,2.02
ACmerged_contig_10035,3.6,2.56,1.04
ACmerged_contig_10035,3.6,2.68,0.92
ACmerged_contig_10035,3.62,2.45,1.17
ACmerged_contig_10035,3.62,2.33,1.29
ACmerged_contig_10035,3.62,1.72,1.9
ACmerged_contig_10035,3.62,1.44,2.18
ACmerged_contig_10035,3.62,2.69,0.93
ACmerged_contig_10035,3.62,-3.87,7.49
ACmerged_contig_10035,3.65,0.361,3.289
ACmerged_contig_10035,3.65,1.42,2.23
ACmerged_contig_10035,3.65,-0.305,3.955
ACmerged_contig_10035,3.65,-0.126,3.776
ACmerged_contig_10035,3.65,2.72,0.93
ACmerged_contig_10035,3.65,1.51,2.14
ACmerged_contig_10035,3.65,1.5,2.15
ACmerged_contig_10035,3.65,1.69,1.96
ACmerged_contig_10035,3.65,2.44,1.21
ACmerged_contig_10035,3.65,2.45,1.2
ACmerged_contig_10035,3.65,1.76,1.89
ACmerged_contig_10035,3.65,0.791,2.859
ACmerged_contig_10035,3.72,2.55,1.17
ACmerged_contig_10035,3.72,0.246,3.474
ACmerged_contig_10035,3.72,0.132,3.588
ACmerged_contig_10035,3.72,2.65,1.07
ACmerged_contig_10035,3.8,2.59,1.21
ACmerged_contig_10035,3.8,2.61,1.19
ACmerged_contig_10035,3.8,0.761,3.039
ACmerged_contig_10035,3.82,0.0161,3.8039
ACmerged_contig_10035,3.82,2.62,1.2
ACmerged_contig_10035,3.82,2.34,1.48
ACmerged_contig_10035,3.82,2.83,0.99
ACmerged_contig_10035,3.82,2.63,1.19
ACmerged_contig_10035,3.9,2.99,0.91
ACmerged_contig_10035,3.9,1.43,2.47
ACmerged_contig_10035,3.91,1.47,2.44
ACmerged_contig_10035,3.91,2.84,1.07
ACmerged_contig_10035,3.91,2.72,1.19
ACmerged_contig_10035,3.91,0.458,3.452
ACmerged_contig_10035,3.91,2.72,1.19
ACmerged_contig_10035,3.91,0.493,3.417
ACmerged_contig_10035,3.91,2.02,1.89
ACmerged_contig_10035,3.91,2.04,1.87
ACmerged_contig_10035,3.91,0.999,2.911
ACmerged_contig_10035,3.91,3,0.91
ACmerged_contig_10035,3.91,2.87,1.04
ACmerged_contig_10035,3.91,1.77,2.14
ACmerged_contig_10035,3.91,2.06,1.85
ACmerged_contig_10035,3.91,3.01,0.9
ACmerged_contig_10035,3.81,1.65,2.16
ACmerged_contig_10035,3.85,2.81,1.04
ACmerged_contig_10035,3.85,1.73,2.12
ACmerged_contig_10035,3.85,2.94,0.91
ACmerged_contig_10035,3.85,1.85,2
ACmerged_contig_10035,3.85,2.8,1.05
ACmerged_contig_10035,3.85,-1.48,5.33
ACmerged_contig_10035,3.37,-4.11,7.48
ACmerged_contig_10035,3.37,2.44,0.93
ACmerged_contig_10035,3.37,2.42,0.95
ACmerged_contig_10035,3.37,1.5,1.87
ACmerged_contig_10035,3.37,1.5,1.87
ACmerged_contig_10035,3.37,1.54,1.83
ACmerged_contig_10035,3.37,2.44,0.93
ACmerged_contig_10035,3.37,2.42,0.95
ACmerged_contig_10035,3.37,0.933,2.437
ACmerged_contig_10035,3.88,2.82,1.06
ACmerged_contig_10035,3.88,2.96,0.92
ACmerged_contig_10035,3.88,2.95,0.93
ACmerged_contig_10035,3.88,1.73,2.15
ACmerged_contig_10035,3.88,-1.52,5.4
ACmerged_contig_10035,3.29,1.41,1.88
ACmerged_contig_10035,3.88,1.72,2.16
ACmerged_contig_10035,3.88,1.73,2.15
ACmerged_contig_10035,3.88,2.96,0.92
ACmerged_contig_10035,3.88,1.75,2.13
ACmerged_contig_10035,3.88,2.81,1.07
ACmerged_contig_10035,3.88,2.85,1.03
ACmerged_contig_10035,3.88,2,1.88
ACmerged_contig_10035,3.88,1.73,2.15
ACmerged_contig_10035,3.99,3.08,0.91
ACmerged_contig_10035,3.99,2.95,1.04
ACmerged_contig_10035,3.99,2.08,1.91
ACmerged_contig_10035,3.99,1.18,2.81
ACmerged_contig_10035,3.99,3.07,0.92
ACmerged_contig_10035,3.99,0.567,3.423
ACmerged_contig_10035,3.87,1.94,1.93
ACmerged_contig_10035,3.87,0.649,3.221
ACmerged_contig_10035,3.87,0.988,2.882
ACmerged_contig_10035,3.87,-0.0113,3.8813
ACmerged_contig_10035,3.87,2,1.87
ACmerged_contig_10035,3.83,2.62,1.21
ACmerged_contig_10035,3.83,1.25,2.58
ACmerged_contig_10035,3.83,2.63,1.2
ACmerged_contig_10035,3.83,2.9,0.93
ACmerged_contig_10035,3.83,2.87,0.96
ACmerged_contig_10035,3.83,1.97,1.86
ACmerged_contig_10035,3.83,2.63,1.2
ACmerged_contig_10035,3.83,2.91,0.92
ACmerged_contig_10035,3.83,2.61,1.22
ACmerged_contig_10035,3.83,0.799,3.031
ACmerged_contig_10035,3.83,2.91,0.92
ACmerged_contig_10035,3.83,2.76,1.07
ACmerged_contig_10035,3.83,2.87,0.96
ACmerged_contig_10035,3.83,2.78,1.05
ACmerged_contig_10035,3.83,1.4,2.43
ACmerged_contig_10035,3.83,2.77,1.06
ACmerged_contig_10035,3.9,2.05,1.85
ACmerged_contig_10035,3.99,2.95,1.04
ACmerged_contig_10035,3.99,3.07,0.92
ACmerged_contig_10035,3.99,3.08,0.91
ACmerged_contig_10035,3.99,2.63,1.36
ACmerged_contig_10035,3.99,-0.244,4.234
ACmerged_contig_10035,3.99,3.07,0.92
ACmerged_contig_10035,3.99,3.05,0.94
ACmerged_contig_10035,3.99,3.07,0.92
ACmerged_contig_10035,3.98,-3.29,7.27
ACmerged_contig_10035,3.98,2.92,1.06
ACmerged_contig_10035,3.98,1.17,2.81
ACmerged_contig_10035,3.99,3.08,0.91
ACmerged_contig_10035,3.99,1.43,2.56
ACmerged_contig_10035,3.99,1.02,2.97
ACmerged_contig_10035,3.99,2.12,1.87
ACmerged_contig_10035,3.99,1.83,2.16
ACmerged_contig_10035,3.99,3.07,0.92
ACmerged_contig_10035,4.34,-0.686,5.026
ACmerged_contig_10035,4.34,3.3,1.04
ACmerged_contig_10035,4.34,0.581,3.759
ACmerged_contig_10035,4.34,3.3,1.04
ACmerged_contig_10035,4.34,3.42,0.92
ACmerged_contig_10035,4.34,0.019,4.321
ACmerged_contig_10035,4.34,2.2,2.14
ACmerged_contig_10035,4.34,1.51,2.83
ACmerged_contig_10035,4.34,0.249,4.091
ACmerged_contig_10035,4.34,-7.15,11.49
ACmerged_contig_10035,4.34,3.41,0.93
ACmerged_contig_10035,4.34,-6.28,10.62
ACmerged_contig_10035,4.34,-6.07,10.41
ACmerged_contig_10035,4.34,-2.62,6.96
ACmerged_contig_10035,4.34,2.5,1.84
ACmerged_contig_10035,4.34,-4.84,9.18
ACmerged_contig_10035,4.34,0.626,3.714
ACmerged_contig_10035,4.32,-2.93,7.25
ACmerged_contig_10035,4.32,1.9,2.42
ACmerged_contig_10035,4.32,-2.74,7.06
ACmerged_contig_10035,4.32,-6.66,10.98
ACmerged_contig_10035,4.32,3.41,0.91
ACmerged_contig_10035,4.32,-3.01,7.33
ACmerged_contig_10035,4.32,3.13,1.19
ACmerged_contig_10035,4.32,1.91,2.41
ACmerged_contig_10035,4.25,3.06,1.19
ACmerged_contig_10035,4.25,-3.2,7.45
ACmerged_contig_10035,4.25,-2.47,6.72
ACmerged_contig_10035,4.25,3.34,0.91
ACmerged_contig_10035,4.25,3.19,1.06
ACmerged_contig_10035,4.42,3.38,1.04
ACmerged_contig_10035,4.42,2.56,1.86
ACmerged_contig_10035,4.42,0.662,3.758
ACmerged_contig_10035,4.42,-5.3,9.72
ACmerged_contig_10035,4.42,3.22,1.2
ACmerged_contig_10035,4.42,3.51,0.91
ACmerged_contig_10035,4.42,3.23,1.19
ACmerged_contig_10035,4.42,2.58,1.84
ACmerged_contig_10035,4.42,3.23,1.19
ACmerged_contig_10035,4.42,-7.37,11.79
ACmerged_contig_10035,4.42,3.23,1.19
ACmerged_contig_10035,4.42,0.685,3.735
ACmerged_contig_10035,4.42,3.51,0.91
ACmerged_contig_10035,4.45,-8.14,12.59
ACmerged_contig_10035,4.45,-8.89,13.34
ACmerged_contig_10035,4.45,-1.81,6.26
ACmerged_contig_10035,4.45,-0.416,4.866
ACmerged_contig_10035,4.45,0.596,3.854
ACmerged_contig_10035,4.45,1.23,3.22
ACmerged_contig_10035,4.45,3.41,1.04
ACmerged_contig_10035,4.45,-8.89,13.34
ACmerged_contig_10035,4.45,0.123,4.327
ACmerged_contig_10035,4.39,-1.03,5.42
ACmerged_contig_10035,4.39,-6.51,10.9
ACmerged_contig_10035,4.39,3.35,1.04
ACmerged_contig_10035,4.39,-0.0863,4.4763
ACmerged_contig_10035,4.36,3.18,1.18
ACmerged_contig_10035,4.36,-7.07,11.43
ACmerged_contig_10035,4.36,-0.497,4.857
ACmerged_contig_10035,4.36,3.46,0.9
ACmerged_contig_10035,4.36,3.31,1.05
ACmerged_contig_10035,4.36,-4.64,9
ACmerged_contig_10035,4.36,-1.34,5.7
ACmerged_contig_10035,4.36,3.46,0.9
ACmerged_contig_10035,4.36,-8.51,12.87
ACmerged_contig_10035,4.36,-1.13,5.49
ACmerged_contig_10035,4.36,3.45,0.91
ACmerged_contig_10035,4.36,2.26,2.1
ACmerged_contig_10035,4.36,-0.536,4.896
ACmerged_contig_10035,4.36,3.45,0.91
ACmerged_contig_10035,4.36,1.48,2.88
ACmerged_contig_10035,4.36,-7.45,11.81
ACmerged_contig_10035,4.36,-3.64,8
ACmerged_contig_10035,4.39,3.35,1.04
ACmerged_contig_10035,4.39,3.18,1.21
ACmerged_contig_10035,4.39,3.2,1.19
ACmerged_contig_10035,4.39,3.48,0.91
ACmerged_contig_10035,4.39,1.5,2.89
ACmerged_contig_10035,4.39,1.98,2.41
ACmerged_contig_10035,4.39,3.48,0.91
ACmerged_contig_10035,4.36,3.18,1.18
ACmerged_contig_10035,4.36,3.46,0.9
ACmerged_contig_10035,4.36,-8.73,13.09
ACmerged_contig_10035,4.36,3.31,1.05
ACmerged_contig_10035,4.36,3.17,1.19
ACmerged_contig_10035,4.36,-8.73,13.09
ACmerged_contig_10035,4.36,3.46,0.9
ACmerged_contig_10035,4.36,3.46,0.9
ACmerged_contig_10035,4.36,-7.42,11.78
ACmerged_contig_10035,4.36,3.18,1.18
ACmerged_contig_10035,4.36,-5.79,10.15
ACmerged_contig_10035,4.36,3.32,1.04
ACmerged_contig_10035,4.36,3.18,1.18
ACmerged_contig_10035,4.38,3.47,0.91
ACmerged_contig_10035,4.38,0.737,3.643
ACmerged_contig_10035,4.38,3.48,0.9
ACmerged_contig_10035,4.38,3.34,1.04
ACmerged_contig_10035,4.38,-0.579,4.959
ACmerged_contig_10035,4.38,-6.8,11.18
ACmerged_contig_10035,4.35,3.16,1.19
ACmerged_contig_10035,4.35,3.45,0.9
ACmerged_contig_10035,4.35,-5.62,9.97
ACmerged_contig_10035,4.35,3.16,1.19
ACmerged_contig_10035,4.35,2.22,2.13
ACmerged_contig_10035,4.35,2.52,1.83
ACmerged_contig_10035,4.35,1.12,3.23
ACmerged_contig_10035,4.35,-4.97,9.32
ACmerged_contig_10035,4.35,-2.58,6.93
ACmerged_contig_10035,4.39,-8.79,13.18
ACmerged_contig_10035,4.39,-8.79,13.18
ACmerged_contig_10035,4.39,-1.13,5.52
ACmerged_contig_10035,4.35,3.31,1.04
ACmerged_contig_10035,4.35,-8.71,13.06
ACmerged_contig_10035,4.35,1.42,2.93
ACmerged_contig_10035,4.35,1.12,3.23
ACmerged_contig_10035,4.35,1.04,3.31
ACmerged_contig_10035,4.35,-0.0646,4.4146
ACmerged_contig_10035,4.35,3.31,1.04
ACmerged_contig_10035,4.35,1.92,2.43
ACmerged_contig_10035,4.35,-0.41,4.76
ACmerged_contig_10035,4.35,2.53,1.82
ACmerged_contig_10035,4.35,-8.71,13.06
ACmerged_contig_10035,4.35,2.51,1.84
ACmerged_contig_10035,4.35,2.51,1.84
ACmerged_contig_10035,4.35,3.31,1.04
ACmerged_contig_10035,4.35,1.93,2.42
ACmerged_contig_10035,4.35,2.52,1.83
ACmerged_contig_10035,4.35,3.16,1.19
ACmerged_contig_10035,4.35,-8.71,13.06
ACmerged_contig_10035,4.35,-2.51,6.86
ACmerged_contig_10035,4.32,3.12,1.2
ACmerged_contig_10035,4.32,-7.43,11.75
ACmerged_contig_10035,4.28,3.37,0.91
ACmerged_contig_10035,4.27,3.08,1.19
ACmerged_contig_10035,4.27,3.36,0.91
ACmerged_contig_10035,4.27,3.36,0.91
ACmerged_contig_10035,4.27,-6.72,10.99
ACmerged_contig_10035,4.27,3.36,0.91
ACmerged_contig_10035,4.27,3.36,0.91
ACmerged_contig_10035,4.27,3.35,0.92
ACmerged_contig_10035,4.27,2.15,2.12
ACmerged_contig_10035,4.25,0.484,3.766
ACmerged_contig_10035,4.23,3.31,0.92
ACmerged_contig_10035,4.23,-1.6,5.83
ACmerged_contig_10035,4.23,3.03,1.2
ACmerged_contig_10035,4.23,-6.49,10.72
ACmerged_contig_10035,4.23,-0.524,4.754
ACmerged_contig_10035,4.19,0.46,3.73
ACmerged_contig_10035,4.19,-8.37,12.56
ACmerged_contig_10035,4.19,3.28,0.91
ACmerged_contig_10035,4.12,0.854,3.266
ACmerged_contig_10035,4.12,-5.72,9.84
ACmerged_contig_10035,4.12,-2.97,7.09
ACmerged_contig_10035,4.07,-3.15,7.22
ACmerged_contig_10035,4.07,-2.84,6.91
ACmerged_contig_10035,4.07,0.262,3.808
ACmerged_contig_10035,4.07,-3.95,8.02
ACmerged_contig_10035,4.07,3.16,0.91
ACmerged_contig_10035,4.07,3.16,0.91
ACmerged_contig_10035,4.1,1.31,2.79
ACmerged_contig_10035,4.1,-8.21,12.31
ACmerged_contig_10035,4.1,1.98,2.12
ACmerged_contig_10035,4.1,-4.34,8.44
ACmerged_contig_10035,4.06,-0.737,4.797
ACmerged_contig_10035,4.03,-8.06,12.09
ACmerged_contig_10035,3.92,2.72,1.2
ACmerged_contig_10035,3.91,3,0.91
ACmerged_contig_10035,3.91,1.42,2.49
ACmerged_contig_10035,3.99,1.17,2.82
ACmerged_contig_10035,4.01,-7.53,11.54
ACmerged_contig_10035,4.01,2.98,1.03
ACmerged_contig_10035,4.01,0.246,3.764
ACmerged_contig_10035,4.01,-2.21,6.22
ACmerged_contig_10035,4.01,-7.53,11.54
ACmerged_contig_10035,4.01,-0.47,4.48
ACmerged_contig_10035,4.01,-3.27,7.28
ACmerged_contig_10035,4.03,1.11,2.92
ACmerged_contig_10035,4.03,-0.703,4.733
ACmerged_contig_10035,4.03,3.12,0.91
ACmerged_contig_10035,4.03,2.96,1.07
ACmerged_contig_10035,4.03,2.97,1.06
ACmerged_contig_10035,4.07,-1.72,5.79
ACmerged_contig_10035,4.07,-1.53,5.6
ACmerged_contig_10035,4.07,2,2.07
ACmerged_contig_10035,4.07,-1.75,5.82
ACmerged_contig_10035,4.07,3.01,1.06
ACmerged_contig_10035,4.07,3.14,0.93
ACmerged_contig_10035,4.09,3.04,1.05
ACmerged_contig_10035,4.09,0.138,3.952
ACmerged_contig_10035,4.09,-2.48,6.57
ACmerged_contig_10035,4.09,3.06,1.03
ACmerged_contig_10035,4.09,-4.03,8.12
ACmerged_contig_10035,4.13,0.366,3.764
ACmerged_contig_10035,4.13,3.09,1.04
ACmerged_contig_10035,4.13,0.373,3.757
ACmerged_contig_10035,4.13,2.94,1.19
ACmerged_contig_10035,4.13,1.35,2.78
ACmerged_contig_10035,4.13,2.94,1.19
ACmerged_contig_10035,4.13,1.67,2.46
ACmerged_contig_10035,4.13,-0.949,5.079
ACmerged_contig_10035,4.13,2.92,1.21
ACmerged_contig_10035,4.13,2.17,1.96
ACmerged_contig_10035,4.13,3.22,0.91
ACmerged_contig_10035,4.13,3.23,0.9
ACmerged_contig_10035,4.25,3.06,1.19
ACmerged_contig_10035,4.25,-4.87,9.12
ACmerged_contig_10035,4.2,0.969,3.231
ACmerged_contig_10035,4.2,1.39,2.81
ACmerged_contig_10035,4.2,2.09,2.11
ACmerged_contig_10035,4.2,3.16,1.04
ACmerged_contig_10035,4.2,0.411,3.789
ACmerged_contig_10035,4.2,-0.699,4.899
ACmerged_contig_10035,4.2,3.28,0.92
ACmerged_contig_10035,4.2,3.29,0.91
ACmerged_contig_10035,4.2,3.3,0.9
ACmerged_contig_10035,4.2,1.77,2.43
ACmerged_contig_10035,4.2,3,1.2
ACmerged_contig_10035,4.2,-6.23,10.43
ACmerged_contig_10035,4.2,3.01,1.19
ACmerged_contig_10035,4.2,1.65,2.55
ACmerged_contig_10035,4.2,2.01,2.19
ACmerged_contig_10035,4.2,2.05,2.15
ACmerged_contig_10035,4.2,3.16,1.04
ACmerged_contig_10035,4.2,3.3,0.9
ACmerged_contig_10035,4.2,3,1.2
ACmerged_contig_10035,4.2,-4.4,8.6
ACmerged_contig_10035,4.2,3.17,1.03
ACmerged_contig_10035,4.13,3.22,0.91
ACmerged_contig_10035,4.13,-4.8,8.93
ACmerged_contig_10035,4.13,3.09,1.04
ACmerged_contig_10035,4.13,2.94,1.19
ACmerged_contig_10035,4.13,1.97,2.16
ACmerged_contig_10035,4.2,3.29,0.91
ACmerged_contig_10035,4.2,1.02,3.18
ACmerged_contig_10035,4.2,1.95,2.25
ACmerged_contig_10035,4.2,3.3,0.9
ACmerged_contig_10035,4.2,3.15,1.05
ACmerged_contig_10035,4.2,3,1.2
ACmerged_contig_10035,4.2,-5.9,10.1
ACmerged_contig_10035,4.2,3.01,1.19
ACmerged_contig_10035,4.2,3.3,0.9
ACmerged_contig_10035,4.2,-3.91,8.11
ACmerged_contig_10035,4.2,3.15,1.05
ACmerged_contig_10035,4.2,3.15,1.05
ACmerged_contig_10035,4.2,3.3,0.9
ACmerged_contig_10035,4.2,3.01,1.19
ACmerged_contig_10035,4.2,1.77,2.43
ACmerged_contig_10035,4.2,3.29,0.91
ACmerged_contig_10035,4.2,3.29,0.91
ACmerged_contig_10035,4.2,3.01,1.19
ACmerged_contig_10035,4.13,-6.08,10.21
ACmerged_contig_10035,4.08,-5.35,9.43
ACmerged_contig_10035,4.08,3.09,0.99
ACmerged_contig_10035,4.08,1.61,2.47
ACmerged_contig_10035,4.08,-1.69,5.77
ACmerged_contig_10035,4.08,2.87,1.21
ACmerged_contig_10035,4.08,-5.4,9.48
ACmerged_contig_10035,4.08,1.82,2.26
ACmerged_contig_10035,4.08,1.95,2.13
ACmerged_contig_10035,4.08,3.17,0.91
ACmerged_contig_10035,4.08,-3,7.08
ACmerged_contig_10035,4.06,0.653,3.407
ACmerged_contig_10035,4.06,3.15,0.91
ACmerged_contig_10035,4.06,-2.77,6.83
ACmerged_contig_10035,4.06,-3.18,7.24
ACmerged_contig_10035,4.06,-5.71,9.77
ACmerged_contig_10035,4.06,2.99,1.07
ACmerged_contig_10035,3.99,-4.58,8.57
ACmerged_contig_10035,3.99,3,0.99
ACmerged_contig_10035,3.99,0.172,3.818
ACmerged_contig_10035,3.99,1.79,2.2
ACmerged_contig_10035,3.99,2.94,1.05
ACmerged_contig_10035,3.99,2.13,1.86
ACmerged_contig_10035,3.99,-1.79,5.78
ACmerged_contig_10035,3.99,0.738,3.252
ACmerged_contig_10035,3.99,1.86,2.13
ACmerged_contig_10035,3.99,2.14,1.85
ACmerged_contig_10035,3.97,-2.62,6.59
ACmerged_contig_10035,3.95,-5.08,9.03
ACmerged_contig_10035,3.95,3.04,0.91
ACmerged_contig_10035,3.97,-3.9,7.87
ACmerged_contig_10035,3.97,2.78,1.19
ACmerged_contig_10035,3.97,3.06,0.91
ACmerged_contig_10035,3.95,0.178,3.772
ACmerged_contig_10035,3.95,-1.22,5.17
ACmerged_contig_10035,3.95,2.9,1.05
ACmerged_contig_10035,3.95,2.12,1.83
ACmerged_contig_10035,3.95,1.12,2.83
ACmerged_contig_10035,4.01,2.81,1.2
ACmerged_contig_10035,4.01,-0.419,4.429
ACmerged_contig_10035,4.03,3.12,0.91
ACmerged_contig_10035,4.03,-5.35,9.38
ACmerged_contig_10035,4.45,-6.49,10.94
ACmerged_contig_10035,4.29,0.623,3.667
ACmerged_contig_10035,4.27,-8.54,12.81
ACmerged_contig_10035,4.27,1.82,2.45
ACmerged_contig_10035,4.27,-8.54,12.81
ACmerged_contig_10035,4.27,3.22,1.05
ACmerged_contig_10035,4.3,3.4,0.9
ACmerged_contig_10035,4.3,-8.61,12.91
ACmerged_contig_10035,4.38,-1.85,6.23
ACmerged_contig_10035,4.38,-2.18,6.56
ACmerged_contig_10035,4.38,-1.12,5.5
ACmerged_contig_10035,4.38,-0.343,4.723
ACmerged_contig_10035,4.38,-3.56,7.94
ACmerged_contig_10035,4.38,3.35,1.03
ACmerged_contig_10035,4.41,3.14,1.27
ACmerged_contig_10035,4.41,-1.83,6.24
ACmerged_contig_10035,4.41,-3.55,7.96
ACmerged_contig_10035,4.41,-4.63,9.04
ACmerged_contig_10035,4.41,-1.41,5.82
ACmerged_contig_10035,4.41,-3.24,7.65
ACmerged_contig_10035,4.41,-3.83,8.24
ACmerged_contig_10035,4.41,-2.28,6.69
ACmerged_contig_10035,4.41,-1.09,5.5
ACmerged_contig_10035,4.41,-3.23,7.64
ACmerged_contig_10035,4.37,-8.74,13.11
ACmerged_contig_10035,4.41,-2.29,6.7
ACmerged_contig_10035,4.41,-0.609,5.019
ACmerged_contig_10035,4.41,-1.33,5.74
ACmerged_contig_10035,4.41,-1.38,5.79
ACmerged_contig_10035,4.41,3.21,1.2
ACmerged_contig_10035,4.44,2.07,2.37
ACmerged_contig_10035,4.44,-2.25,6.69
